Column1,name,dist,year,jewish_pop,total_pop,name_heb,dist_heb
542,Rozprza,Piotrków Trybunalski,1827,213,448,רוזפשה,נפת פיוטרקוב טריבונאלסקי
347,Skulsk,Konin,1857,171,441,סקולסק,קונין
275,Lututów,Wieluń,1857,135,440,לוטוטוב,נפת ויילון
278,Lututów,Wieluń,1939,1600,440,לוטוטוב,נפת ויילון
414,Pławno,Radomsko,1793,101,431,פלאוונו,נפת ראדומסקו
346,Skulsk,Konin,1827,204,430,סקולסק,קונין
515,Krośniewice,Kotno,1827,250,430,קרוֹשנייוויצה,נפת קוטנו
543,Rozprza,Piotrków Trybunalski,1857,246,423,רוזפשה,נפת פיוטרקוב טריבונאלסקי
359,Skrzynno,,1857,101,415,סקשיננו,נפת אופוצ'נו
246,Tuszyn,Lodz,1793,70,411,טושין,נפת לודז'
345,Skulsk,Konin,1808,176,410,סקולסק,קונין
376,Parzęczew,powiat Łęczyca,1808,174,403,פאזינציב,נפת לנצ'יצה
0,Odrzywoł,Opućno,1827,20,402,אודז'יבול,נפת אופוצ'נו
5,Odrzywół,Opoczno,1827,20,402,אודז'יבול,אופוצ'נו
151,Drzewica,Oposzno,1827,118,397,דז'וויצה,נפת אופוצ'נו
857,Jedlicze,Krosno,1880,64,389,יֶדְלִיצֶ'ה,קרוסנו
45,Inowłódź,,1808,80,380,אינובלודז',ראווה מאזובייצקה
16,Ujazd,n. Bezhizhini,1793,125,376,אויאזד,נפת בז'ז'יני
1609,Stratyn,Rohatyn,1921,155,373,סטראטין,נפת רוהאטין
106,Będków,,1808,0,364,בנדקוב,נפת בז'ז'יני
61,Burzenin,Sieradz,1808,58,363,בוז'נין,נפת שייראדז
134,Grabów,powiat Łęczyca,1808,118,358,גראבוב,נפת לנצ'יצה
67,Bolimów,Powiat Łowicz,1793,33,347,בולימוב,נפת לוביץ'
981,Barysz,Buchach District,1931,339,339,באריש,נפת בוצ'אץ'
997,Bohorodczany,Stanislavov District,1765,646,337,בוהורודצ'אני,נפת סטאניסלאבוב
1003,Bohorodczany,Stanislavov District,1931,900,337,בוהורודצ'אני,נפת סטאניסלאבוב
540,Rozprza,Piotrków Trybunalski,1793,134,335,רוזפשה,נפת פיוטרקוב טריבונאלסקי
415,Pławno,Radomsko,1808,157,329,פלאוונו,נפת ראדומסקו
127,Głowno,powiat Brzeziny,1793,198,321,גלובנו,נפת בז'ז'יני
220,Złoczew,Sieradz District,1808,135,305,זלוצ'ב,נפת שייראדז
451,Kamieńsk,powiat Piotrków Trybunalski,1793,74,303,קאמינסק,נפת פיוטרקוב טריבונאלסקי
1056,Borszczów,,1765,301,301,בורשצ'וב,נפת בורשצ'וב
307,Sobota,Łowicz,1808,123,295,סובוטה,נפת לוביץ'
1377,Jazłowiec,Buчач,1743,43,290,יאזלוביץ,נפת בוצ'אץ'
140,Grocholice,Piotrków Trybunalski,1808,26,284,גרוחוליה,פיוטרקוב טריבונאלסקי
513,Krośniewice,Kotno,1793,96,276,קרוֹשנייוויצה,נפת קוטנו
541,Rozprza,Piotrków Trybunalski,1808,86,252,רוזפשה,נפת פיוטרקוב טריבונאלסקי
1541,Suchostaw,Kopychyntsi,1765,57,218,סוחוסטאב,קופיצ'ינצה
1598,Stojanów,Rdziejów,1565,0,186,סטויאנוב,רדז'ייחוב
975,Barysz,Buchach District,1765,66,174,באריש,נפת בוצ'אץ'
100,Bełchatów,Piotrków Trybunalski,1808,17,155,בלחאטוב,נפת פיוטרקוב טריבונאלסקי
306,Sobota,Łowicz,1793,56,146,סובוטה,נפת לוביץ'
73,Boleslawiec,Wieluń,1765,90,123,בוֹלֶסלאווייץ,נפת ויילון
79,Boleslawiec,Wieluń,1939,504,123,בוֹלֶסלאווייץ,נפת ויילון
110,Gorzkowice,Piotrków Trybunalski,1897,273,123,גוז'קוביצה,נפת פיוטרקוב טריבונאלסקי
112,Gorzkowice,Piotrków Trybunalski,1939,650,123,גוז'קוביצה,נפת פיוטרקוב טריבונאלסקי
440,Kalisz,,1629,205,123,קאליש,נפת קאליש
441,Kalisz,,1764,861,123,קאליש,נפת קאליש
449,Kalisz,,1939,25000,123,קאליש,נפת קאליש
1241,Zbaraż,Nפת זבאראז',1765,910,123,זבאראז',נפת זבאראז'
1247,Zbaraż,Nפת זבאראז',1931,2870,123,זבאראז',נפת זבאראז'
1451,Mariampol,Stanislavov District,1765,188,123,מאריאמפול,"נפת סטאניסלאבוב, מחוז סטאניסלאבוב"
1456,Medenice,Drohobych,1931,180,123,מדניצה,נפת דרוהוביץ
1547,Sądowa Wisznia,,1765,120,123,סונדובה וישניה,נפת מושצ'יסקה
1553,Sądowa Wisznia,,1931,900,123,סונדובה וישניה,נפת מושצ'יסקה
31,Osiaków,,1764,41,41,אושיאקוב,נפת ויילון
202,Zduńska Wola,Sieradz,1788,11,28,זדונסקה וולה,נפת שייראדז
252,Jeżów,powiat Brzeziny,1793,5,27,ייז'וב,נפת בז'ז'יני
1329,Turka,Turka,1730,25,25,טורקה,נפת טורקה
1335,Turka,Turka,1931,4117,25,טורקה,נפת טורקה
1395,Jaryczów Nowy,Lviv,1577,25,25,יאריצ'וב נובי,נפת לבוב
1554,Sokal,,1570,24,24,סוקאל,נפת סוקאל
1555,Sokal,,1765,1390,24,סוקאל,נפת סוקאל
1561,Sokal,,1931,5220,24,סוקאל,נפת סוקאל
1439,Lesko,Lesko,1580,18,18,לסקו,נפת לסקו
1025,Buczacz,Powiat Buczacz,1552,14,14,בוצ'אץ,נפת בוצ'אץ
1370,Jagielnica,Chortkov,1765,347,9.99,יאגיילניצה,נפת צ'ורטקוב
1171,Drohobycz,Drohobycz,1812,2492,8.055,דרוהוביץ,דרוהוביץ
880,Leżajsk,Łańcut,1765,909,5.063,ליז'נסק,נפת לאנצוט
1527,Sambor,Sambor,1765,600,4.427,סאמבור,סאמבור
1533,Sambor,Sambor,1931,6275,4.427,סאמבור,סאמבור
1463,Mosty Wielkie,Zhovkva,1765,300,3.809,מוֹסטי ויילקיה,נפת ז'ולקייב
715,Dębica,Powiat Ropczyce,1765,573,3.256,דֶמְבִּיצָה,נפת רופצ'יצה
72,Bolimów,Powiat Łowicz,1939,235,3,בולימוב,נפת לוביץ'
1048,Bursztyn,Rohatyn,1765,582,3,בורשטין,נפת רוהאטין
1049,Bursztyn,Rohatyn,1813,413,3,בורשטין,נפת רוהאטין
1055,Bursztyn,Rohatyn,1931,1802,3,בורשטין,נפת רוהאטין
1179,Halicz,Stanislavov,1765,258,3,האליץ',נפת סטאניסלאבוב
1186,Halicz,Stanislavov,1931,878,3,האליץ',נפת סטאניסלאבוב
1353,Tłuste,Zaleszczyki,1931,1700,3,טלוסטה,נפת זאלשצ'יקי
1170,Drohobycz,Drohobycz,1663,75,2.492,דרוהוביץ,דרוהוביץ
967,Uście Zielone,Buczacz,1765,280,2.405,אושצ'יה ז'יילוֹנה,נפת בוצ'אץ'
539,Rozprza,Piotrków Trybunalski,1764,78,2,רוזפשה,נפת פיוטרקוב טריבונאלסקי
544,Rozprza,Piotrków Trybunalski,1917,930,2,רוזפשה,נפת פיוטרקוב טריבונאלסקי
546,Rozprza,Piotrków Trybunalski,1939,466,2,רוזפשה,נפת פיוטרקוב טריבונאלסקי
699,Dukla,Krosno,1765,574,2,דוּקְלָה,קרוסנו
957,Olesko,Złoczów,1931,600,2,אולסקו,נפת זלוצ'וב
982,Bóbrka,Bóbrka district,1765,713,2,בוברקה,נפת בוברקה
989,Bóbrka,Bóbrka district,1931,1833,2,בוברקה,נפת בוברקה
990,Budzanów,Buzanów,1765,385,2,בודזאנוב,ביזינעוו
996,Budzanów,Buzanów,1931,1213,2,בודזאנוב,ביזינעוו
1435,Lysiec,Stanislavov,1765,126,2,לישייץ,סטאניסלאבוב
1526,Niemirów,Powiat Raw Ruska,1931,1510,2,ניימירוב,נפת ראווה־רוסקה
1624,Strzeliska Nowe,Bobrka,1931,1066,2,סצ'ליסקה נובה,נפת בוברקה
50,Inowłódź,,1939,518,1.9,אינובלודז',ראווה מאזובייצקה
155,Drzewica,Oposzno,1939,750,1.9,דז'וויצה,נפת אופוצ'נו
186,Wieluń,Wieluń,1939,4200,1.9,ויילון,נפת ויילון
305,Nowe Miasto,powiat Rawski Mazowiecki,1939,1300,1.9,נובה מיאסטו,נפת ראווה מאזובייצקה
386,Pajęczno,Radomsko,1939,800,1.9,פאיינצ'נו,נפת ראדומסקו
412,Pyzdry,,1939,500,1.9,פייזער,נפת קונין
427,Praszka,Wieluń,1939,1000,1.9,פראשקה,נפת ויילון
209,Zduńska Wola,Sieradz,1939,9400,1.5,זדונסקה וולה,נפת שייראדז
1469,Mosty Wielkie,Zhovkva,1931,1266,1.266,מוֹסטי ויילקיה,נפת ז'ולקייב
22,Oviazd,,1939,800,1.23,אויאזד,
55,Aleksandrów,,1939,3500,1.23,אלכסנדרוב,נפת לודז'
92,Blaszki,Kalisz,1765,247,1.23,בלאשקי,נפת קאליש
98,Blaszki,Kalisz,1939,2100,1.23,בלאשקי,נפת קאליש
117,Gowarczów,powiat konecki,1939,450,1.23,גובארצ'וב,נפת קונסקיה
219,Złoczew,Sieradz District,1764,84,1.23,זלוצ'ב,נפת שייראדז
225,Złoczew,Sieradz District,1939,1879,1.23,זלוצ'ב,נפת שייראדז
286,Lyszkowice,Lubicz,1883,434,1.23,לישקוביצה,נפת לוביץ'
287,Lyszkowice,Lubicz,1897,373,1.23,לישקוביצה,נפת לוביץ'
332,Stryków,Łódź,1765,488,1.23,סטריקוב,נפת לודז'
333,Stryków,Łódź,1794,756,1.23,סטריקוב,נפת לודז'
339,Stryków,Łódź,1939,2000,1.23,סטריקוב,נפת לודז'
350,Skulsk,Konin,1939,210,1.23,סקולסק,קונין
364,Srocko,Piotrków Trybunalski,1921,72,1.23,סרוצקו,נפת פיוטרקוב טריבונאלסקי
365,Srocko,Piotrków Trybunalski,1939,119,1.23,סרוצקו,נפת פיוטרקוב טריבונאלסקי
413,Pławno,Radomsko,1764,22,1.23,פלאוונו,נפת ראדומסקו
420,Pławno,Radomsko,1939,400,1.23,פלאוונו,נפת ראדומסקו
450,Kamieńsk,powiat Piotrków Trybunalski,1764,25,1.23,קאמינסק,נפת פיוטרקוב טריבונאלסקי
457,Kamieńsk,powiat Piotrków Trybunalski,1939,834,1.23,קאמינסק,נפת פיוטרקוב טריבונאלסקי
463,Kutno,,1765,928,1.23,קוטנו,נפת קוטנו
471,Kutno,,1939,6700,1.23,קוטנו,נפת קוטנו
560,Szczerców,,1793,16,1.23,שצ'רצוב,נפת לאסק
567,Kraków,Napt Krakow,1765,3458,1.23,קראקוב,נפת קראקוב
618,Bukowsko,Sanok,1808,158,1.23,בּוּקוֹבְסְקוֹ,נפת סאנוק
635,Brzesko,Bzesko,1765,181,1.23,בְּנֵסְקוֹ,נפת בז'סקו
670,Głogów,Żeszów,1765,595,1.23,גְלוֹגוּב,ז'שוב
746,Zator,,1765,98,1.23,זאטור,נפת ואדוביצה
904,Mielec,,1765,585,1.23,מיילץ,נפת מיילץ
905,Mielec,,1848,1980,1.23,מיילץ,נפת מיילץ
961,Oleszyce,Lubaczów,1931,1200,1.23,אוֹלֶשִׁיצֶה,נפת לובאצ'וב
1004,Bolechów,,1765,1300,1.23,בולחוב,נפת דולינה
1011,Bolechów,,1931,2986,1.23,בולחוב,נפת דולינה
1066,Brzeżany,Nפת Brzeżany,1563,5,1.23,בז'ז'אני,נפת בז'ז'אני
1068,Brzeżany,Nפת Brzeżany,1764,1297,1.23,בז'ז'אני,נפת בז'ז'אני
1076,Brzeżany,Nפת Brzeżany,1931,3670,1.23,בז'ז'אני,נפת בז'ז'אני
1110,Gwoździec,,1765,541,1.23,גבוז'דז'יץ,נפת קולומיאה
1145,Dobromil,Dobrdomil,1765,1253,1.23,דוברומיל,נפת דובדומיל
1190,Horodenka,,1765,923,1.23,הורודנקה,נפת הורודנקה
1197,Horodenka,,1931,3256,1.23,הורודנקה,נפת הורודנקה
1233,Założce,Zborów,1931,704,1.23,זאלוז'צה,נפת זבורוב
1297,Chorostków,Kopychyntsi,1765,46,1.23,חורוסטקוב,נפת קופיצ'ינצה
1301,Chorostków,Kopychyntsi,1931,1825,1.23,חורוסטקוב,נפת קופיצ'ינצה
1311,Tarnopol,Tarnopol,1765,1246,1.23,טארנופול,נפת טארנופול
1312,Tarnopol,Tarnopol,1869,11000,1.23,טארנופול,נפת טארנופול
1322,Touste,Skalat,1765,338,1.23,טוֹאוּסטה,סקאלאט
1359,Jaworów,Jaworów,1765,639,1.23,יאבורוב,נפת יאבורוב
1366,Jaworów,Jaworów,1931,2950,1.23,יאבורוב,נפת יאבורוב
1384,Janów,Grodzisk Jagielloński,1765,177,1.23,יאנוב,גרודק יאגיילונסקי
1390,Janów,Trembowla,1765,390,1.23,יאנוב,טרמבובלה
1493,Nadwórna,Nafta Nadwórna,1765,1002,1.23,נאדבורנה,נפת נאדבורנה
1499,Nadwórna,Nafta Nadwórna,1931,3437,1.23,נאדבורנה,נפת נאדבורנה
1517,Niżniów,Tłumacz,1765,160,1.23,ניז'ניוב,נפת טלומאץ'
1571,Stanisławów,Stanisławów,1765,925,1.23,סטאניסלאבוב,נפת סטאניסלאבוב
1573,Stanisławów,Stanisławów,1811,3392,1.23,סטאניסלאבוב,נפת סטאניסלאבוב
1586,Stara Sól,Sambor,1765,229,1.23,סטארה סול,נפת סאמבור
1602,Strusów,,1765,119,1.23,סטרוסוב,נפת טרמבובלה
324,Sompolno,,1939,1200,,סומפולנו,נפת קולו
4,Odrzywoł,Opućno,1939,321,,אודז'יבול,נפת אופוצ'נו
35,Izbica Kujawska,Kalisz,1764,215,,איזביצה קויאווסקה,נפת קאליש
42,Izbica Kujawska,Kalisz,1939,1600,,איזביצה קויאווסקה,נפת קאליש
66,Burzenin,Sieradz,1939,180,,בוז'נין,נפת שייראדז
99,Bełchatów,Piotrków Trybunalski,1764,7,,בלחאטוב,נפת פיוטרקוב טריבונאלסקי
105,Bełchatów,Piotrków Trybunalski,1940,5500,,בלחאטוב,נפת פיוטרקוב טריבונאלסקי
133,Grabów,powiat Łęczyca,1764,8,,גראבוב,נפת לנצ'יצה
139,Grabów,powiat Łęczyca,1939,800,,גראבוב,נפת לנצ'יצה
144,Dobra,Turk,1765,355,,דוברה,נפת טורק
150,Dobra,Turk,1939,1000,,דוברה,נפת טורק
163,Warta,,1764,362,,וארטה,נפת שייראדז
171,Warta,,1939,1750,,וארטה,נפת שייראדז
187,Wieruszów,,1764,82,,ויירושוב,נפת ויילון
188,Wieruszów,,1793,132,,ויירושוב,נפת ויילון
195,Wieruszów,,1939,2400,,ויירושוב,נפת ויילון
201,Żarnów,,1939,1500,,ז'ארנוב,נפת אופוצינו
210,Żychlin,Powiat Kutno,1764,311,,ז'יחלין,נפת קוטנו
216,Żychlin,Powiat Kutno,1939,2800,,ז'יחלין,נפת קוטנו
232,Tomaszów Mazowiecki,Powiat Tomaszów Mazowiecki,1939,13000,,טומאשוב מאזובייצקי,נפת טומאשוב מאזובייצקי
238,Tuliszków,Konin,1939,230,,טולישקוב,נפת קונין
245,Tuszyn,Lodz,1764,90,,טושין,נפת לודז'
251,Tuszyn,Lodz,1939,1500,,טושין,נפת לודז'
258,Lask,Lask,1764,891,,לאסק,נפת לאסק
265,Lask,Lask,1939,3864,,לאסק,נפת לאסק
290,Łęczyca,Powiat Łęczyca,1611,30,,לנצ'יצה,נפת לנצ'יצה
291,Łęczyca,Powiat Łęczyca,1764,457,,לנצ'יצה,נפת לנצ'יצה
298,Łęczyca,Powiat Łęczyca,1939,4200,,לנצ'יצה,נפת לנצ'יצה
318,Sulejów,Silew,1939,600,,סולייוב,סילעוו
331,Stawiszyn,Kalish,1939,800,,סטאווישין,נפת קאליש
373,Pabianice,Lask,1939,8500,,פאביאניצה,לאסק
374,Parzęczew,powiat Łęczyca,1764,267,,פאזינציב,נפת לנצ'יצה
375,Parzęczew,powiat Łęczyca,1793,198,,פאזינציב,נפת לנצ'יצה
380,Parzęczew,powiat Łęczyca,1939,30,,פאזינציב,נפת לנצ'יצה
472,Kolo,,1764,256,,קולו,נפת קולו
479,Kolo,,1939,4987,,קולו,נפת קולו
480,Konin,,1764,168,,קונין,נפת קונין
487,Konstantynów,,1827,516,,קונסטאנטינוב,קאנסטאנטין
491,Konstantynów,,1939,1300,,קונסטאנטינוב,קאנסטאנטין
492,Końskie,,1796,2534,,קינצק,נפת קונסקיה
496,Końskie,,1939,6500,,קינצק,נפת קונסקיה
497,Kłodawa,Kolo,1764,19,,קלודאווה,נפת קולו
503,Kłodawa,Kolo,1939,1350,,קלודאווה,נפת קולו
524,Radomsko,,1939,6500,,ראדומסקו,נובו ראדומסקו
530,Radoszyce,Koneckie,1927,300,,ראדושיצה,נפת קונסקיה
531,Radoszyce,Koneckie,1938,400,,ראדושיצה,נפת קונסקיה
547,Sieradz,,1764,17,,שייראדז,נפת שייראדז
559,Slesin,Konin,1939,280,,שלשין,נפת קונין
597,Baligród,Lesko,1765,144,,בּאַלִיגְרוּד,נפת לסקו
598,Baligród,Lesko,1808,185,,בּאַלִיגְרוּד,נפת לסקו
602,Baranow,Tarnobrzeg,1765,300,,באראנוב,נפת טארנובז'ג
603,Baranow,Tarnobrzeg,1848,1021,,באראנוב,נפת טארנובז'ג
609,Bobowa,Grylice District,1765,206,,בובובה,נפת גורליצה
612,Bobowa,Grylice District,1939,658,,בובובה,נפת גורליצה
648,Bielsko,Powiat Bielsko,1880,0,,ביילסקו,נפת ביילסקו
664,Gorlice,Gorlice,1765,164,,גורליצה,גורליצה
676,Grybów,Nowy Sącz,1765,157,,גריבוב,נפת נובי סונץ'
690,Dąbrowa Tarnowska,,1765,646,,דוֹמְבְּרוֹבָה טַארְנוֹבְסְקָה,דומברובה
698,Dąbrowa Tarnowska,,1939,2400,,דוֹמְבְּרוֹבָה טַארְנוֹבְסְקָה,דומברובה
710,Dynów,,1578,50,,דינוב,נפת בז'וזוב
711,Dynów,,1808,418,,דינוב,נפת בז'וזוב
773,Rzeszów,,1757,1429,,ז'שוב,ריישא
774,Rzeszów,,1800,3375,,ז'שוב,ריישא
799,Tarnobrzeg-Dzików,Tarnobrzeg,1765,410,,טַארְנוֹבְּזֶ'ג־דְזִיקוּב,נפת טארנובז'ג
811,Tuchów,Tarnów,1765,18,,טוחוב,נפת טארנוב
825,Trzebinia,,1765,54,,טשעביניָה,נפת חשאנוב
844,Jarosław,Jarosław,1872,4500,,יָארוֹסְלַאב,יארוסלאב
932,Obertyn,Horodenka,1765,280,,אוֹברטין,נפת הורודנקה
936,Uhnow,Rawaruska,1720,0,,אוהנוב,נפת ראווה רוסקה
942,Uhnow,Rawaruska,1931,2020,,אוהנוב,נפת ראווה רוסקה
1012,Bołszowce,Rohatyn,1765,178,,בולשובצה,רוהאטין
1018,Bołszowce,Rohatyn,1931,1200,,בולשובצה,רוהאטין
1046,Borysław,Drohobych district,1939,13000,,בוריסלאב,נפת דרוהוביץ'
1047,Borysław,Drohobych district,1941,14000,,בוריסלאב,נפת דרוהוביץ'
1085,Bircza,Powiat Drohobych,1577,6,,בירצ'ה,נפת דוברומיל
1089,Belz,Sokal,1550,200,,בלז,נפת סוקאל
1090,Belz,Sokal,1765,716,,בלז,נפת סוקאל
1098,Brody,,1648,400,,ברודי,נפת ברודי
1099,Brody,,1765,7627,,ברודי,נפת ברודי
1109,Brody,,1931,8288,,ברודי,נפת ברודי
1118,Grzymałów,Skalat,1765,693,,גז'ימאלוב,נפת סקאלאט
1125,Grzymałów,Skalat,1931,1550,,גז'ימאלוב,נפת סקאלאט
1159,Dolina,,1931,2488,,דולינה,נפת דולינה
1164,Delatyn,Nadvirna,1765,87,,דלאטין,נפת נאדבורנה
1219,Zablotów,Snyatyn,1765,986,,זאבלוטוב,נפת שניאטין
1225,Zablotów,Snyatyn,1931,1700,,זאבלוטוב,נפת שניאטין
1248,Zborów,,1765,655,,זבורוב,נפת זבורוב
1254,Zborów,,1931,1900,,זבורוב,נפת זבורוב
1255,Żółkiew,Zolkiew district,1765,2115,,ז'ולקייב,נפת ז'ולקייב
1257,Żółkiew,Zolkiew district,1812,1799,,ז'ולקייב,נפת ז'ולקייב
1263,Żółkiew,Zolkiew district,1931,4400,,ז'ולקייב,נפת ז'ולקייב
1277,Złoczów,Złoczów,1765,1380,,זלוצ'וב,נפת זלוצ'וב
1278,Złoczów,Złoczów,1810,1480,,זלוצ'וב,נפת זלוצ'וב
1284,Złoczów,Złoczów,1931,5700,,זלוצ'וב,נפת זלוצ'וב
1419,Lubaczów,Lubaczów,1931,2040,,לובאצ'וב,נפת לובאצ'וב
1462,Monasterzyska,,1931,1488,,מונאסטז'יסקה,נפת בוצ'אץ'
1479,Mielnica,Borshchiv,1931,1568,,מיילניצה,נפת בורשצ'וב
1534,Sasów,Złoczów District,1775,223,,סאסוב,מחוז זלוצ'וב
1540,Sasów,Złoczów District,1931,1201,,סאסוב,מחוז זלוצ'וב
1597,Stary Sambor,,1931,1562,,סטארי סאמבור,נפת סאמבור
1625,Skała,Borshchiv Raion,1765,362,,סקאלה,נפת בורשצ'וב
1630,Skała,Borshchiv Raion,1931,1460,,סקאלה,נפת בורשצ'וב
1650,Wolbórz,Piotrków Trybunalski,1939,250,,וולבוז',נפת פיוטרקוב טריבונאלסקי
9,Odrzywół,Opoczno,1939,321,,אודז'יבול,אופוצ'נו
23,Opoczno,Opoczno,1764,1349,,אופוצ'נו,נפת אופוצ'נו
30,Opoczno,Opoczno,1939,2954,,אופוצ'נו,נפת אופוצ'נו
86,Biała Rawska,,1764,31,,ביאלה ראווסקה,נפת ראווה מאזובייצקה
91,Biała Rawska,,1939,1250,,ביאלה ראווסקה,נפת ראווה מאזובייצקה
126,Gielniów,,1939,190,,גיילניוב,נפת אופוצ'נו
132,Głowno,powiat Brzeziny,1939,2100,,גלובנו,נפת בז'ז'יני
428,Przedbórz,Koneckie,1765,665,,פשדבוז',נפת קונסקיה
433,Przedbórz,Koneckie,1939,4500,,פשדבוז',נפת קונסקיה
504,Kleczew,Kalisz,1764,262,,קְלֶצֶב,נפת קאליש
510,Kleczew,Kalisz,1939,1000,,קְלֶצֶב,נפת קאליש
511,Krośniewice,Kotno,1576,6,,קרוֹשנייוויצה,נפת קוטנו
512,Krośniewice,Kotno,1764,79,,קרוֹשנייוויצה,נפת קוטנו
518,Krośniewice,Kotno,1939,1300,,קרוֹשנייוויצה,נפת קוטנו
578,Ulanów,Nisko,1765,461,,אולאנוב,ניסקו
622,Brzozów,Brzozów,1808,144,,בְּז'וזוב,בז'וזוב
1198,Husiatyn,Nafat Kopychyntsi,1765,1208,,הושיאטין,נפת קופיצ'ינצה
1204,Husiatyn,Nafat Kopychyntsi,1931,388,,הושיאטין,נפת קופיצ'ינצה
1234,Zaleszczyki,Zaleszczyki,1765,859,,"זאלשצ	'יקי","זאלשצ	'יקי"
1378,Jazłowiec,Buчач,1765,544,,יאזלוביץ,נפת בוצ'אץ'
1383,Jazłowiec,Buчач,1931,560,,יאזלוביץ,נפת בוצ'אץ'
1431,Lopatyn,Radekhiv,1931,502,,לופאטין,ראדז'ייחוב
1606,Stratyn,Rohatyn,1765,83,,סטראטין,נפת רוהאטין
1636,Uniejów,Nef Turck,1939,130,,אונייוב,נפת טורק
1637,Brzeziny,,1764,163,,בז'ז'יני,נפת בז'ז'יני
1644,Brzeziny,,1939,6850,,בז'ז'יני,נפת בז'ז'יני
1662,Koniecpol,Radomsko,1939,1100,,קונייצפּוֹל,נפת ראדומסקו
